

#ID_REF = 
#VALUE = MAS5.0 signal intensity
#ABS_CALL = P or A
#DETECTION P-VALUE = 
ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
1416216_at	2121.1	P	0.000732422
1416217_a_at	64975.6	P	0.000244141
1416218_x_at	3465.78	P	0.000732422
1416219_at	70115.7	P	0.000244141
1416220_at	13674.7	P	0.000244141
1416221_at	5.03534	A	0.870361
1416222_at	2810.14	P	0.000244141
1416223_at	738.794	P	0.00415039
1416224_at	839.347	P	0.000732422
1416225_at	960.442	P	0.000244141
1416226_at	22254.3	P	0.000244141
1416227_at	539.405	A	0.111572
1416228_at	4156.95	P	0.000244141
1416229_at	3318.29	P	0.000244141
1416230_at	2718.7	P	0.000244141
1416231_at	467.262	A	0.129639
1416232_at	3.32731	A	0.828613
1416233_at	28313	P	0.000244141
1416234_at	4026.3	P	0.000244141
1416235_at	2367.32	P	0.0012207
1416236_a_at	312.403	P	0.0141602
1416237_at	68.6406	A	0.456299
1416238_at	12.6253	A	0.633789
1416239_at	7682.21	P	0.000244141
1416240_at	20889.7	P	0.000244141
1416241_at	4959.61	P	0.000732422
1416242_at	72.0526	A	0.601074
1416243_a_at	68406.5	P	0.000244141
1416244_a_at	33286.3	P	0.000244141
1416245_at	9456.69	P	0.000244141
1416246_a_at	61364.3	P	0.000244141
1416247_at	8590.74	P	0.000244141
1416248_at	3022.8	P	0.000244141
1416249_at	2219.31	P	0.00292969
1416250_at	7128.03	P	0.000244141
1416251_at	13955.9	P	0.000244141
1416252_at	5927.67	P	0.000732422
1416253_at	13207.7	P	0.000244141
1416254_a_at	2664.19	P	0.000244141
1416255_at	82.0525	A	0.27417
1416256_a_at	27486.8	P	0.000244141
1416257_at	6094.74	P	0.000244141
1416258_at	2984.23	P	0.000244141
1416259_at	870.066	P	0.0012207
1416260_a_at	3124.73	P	0.000244141
1416261_at	1235.39	P	0.0012207
1416262_at	1143.95	P	0.000732422
1416263_at	878.363	P	0.000732422
1416264_at	668.937	P	0.00585938
1416265_at	259.545	P	0.0141602
1416266_at	96.4891	A	0.398926
1416267_at	1038.64	P	0.000244141
1416268_at	593.658	P	0.00292969
1416269_at	21375.6	P	0.000244141
1416270_at	10723.3	P	0.000244141
