

#ID_REF = 
#VALUE = MAS5.0 signal intensity
#ABS_CALL = A or P
#DETECTION P-VALUE = 
ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
1416190_a_at	2246.76	P	0.000244141
1416191_at	2909.32	P	0.000732422
1416192_at	606.365	P	0.000244141
1416193_at	5.85735	A	0.753906
1416194_at	88.4846	A	0.219482
1416195_at	2269.2	P	0.000732422
1416196_at	115.57	A	0.0952148
1416197_at	8667.69	P	0.000244141
1416198_at	1769.32	P	0.000244141
1416199_at	105.743	P	0.0302734
1416200_at	42.2625	A	0.366211
1416201_at	1247.53	P	0.00585938
1416202_at	8834.76	P	0.000244141
1416203_at	3.51056	A	0.943848
1416204_at	14.7349	A	0.533936
1416205_at	4034.43	P	0.000244141
1416206_at	1625.89	P	0.000244141
1416207_at	2486.75	P	0.000244141
1416208_at	4832.26	P	0.000244141
1416209_at	10264.6	P	0.000244141
1416210_at	7079.36	P	0.000244141
1416211_a_at	31.9992	A	0.850342
1416212_at	13991	P	0.000244141
1416213_x_at	5428.73	P	0.000244141
1416214_at	8228.35	P	0.000244141
1416215_at	2491.47	P	0.000244141
1416216_at	1733.41	P	0.000244141
1416217_a_at	70421.8	P	0.000244141
1416218_x_at	3924.85	P	0.0012207
1416219_at	76592.4	P	0.000244141
1416220_at	15951.1	P	0.000244141
1416221_at	87.5558	A	0.398926
1416222_at	4084.42	P	0.000244141
1416223_at	680.191	P	0.00585938
1416224_at	1072	P	0.000732422
1416225_at	53.6826	A	0.27417
1416226_at	26650.3	P	0.000244141
1416227_at	394.76	P	0.00415039
1416228_at	4207.96	P	0.000244141
1416229_at	2861.05	P	0.000244141
1416230_at	2086.15	P	0.000244141
1416231_at	552.121	P	0.0461426
1416232_at	4.28812	A	0.633789
1416233_at	30923.1	P	0.000244141
1416234_at	5440.66	P	0.000244141
1416235_at	2791.39	P	0.000732422
1416236_a_at	16.8613	A	0.398926
1416237_at	43.4769	A	0.533936
1416238_at	15.7432	A	0.696289
1416239_at	7960.53	P	0.000244141
1416240_at	23093.8	P	0.000244141
1416241_at	5214.12	P	0.000244141
1416242_at	123.002	A	0.19458
1416243_a_at	68342.2	P	0.000244141
1416244_a_at	35945.9	P	0.000244141
1416245_at	9974.33	P	0.000244141
1416246_a_at	67068.1	P	0.000244141
1416247_at	8266.89	P	0.000244141
1416248_at	3902.79	P	0.000244141
1416249_at	2694.98	P	0.00195313
1416250_at	6232.28	P	0.000244141
1416251_at	14625.5	P	0.000244141
1416252_at	4490.28	P	0.000732422
1416253_at	9733.43	P	0.000244141
1416254_a_at	2473.27	P	0.000244141
1416255_at	65.696	A	0.533936
1416256_a_at	35032.6	P	0.000244141
1416257_at	10539.7	P	0.000244141
1416258_at	4286.76	P	0.000244141
1416259_at	831.533	P	0.000244141
1416260_a_at	2985.03	P	0.000244141
1416261_at	1061.88	P	0.000732422
1416262_at	867.509	P	0.00195313
1416263_at	2165.38	P	0.000244141
1416264_at	1267.65	P	0.0012207
1416265_at	185.663	P	0.00195313
1416266_at	25.949	A	0.72583
1416267_at	1091.11	P	0.000244141
1416268_at	1047.77	P	0.000244141
1416269_at	25833.5	P	0.000244141
1416270_at	10998.6	P	0.000244141
1416271_at	2206.67	P	0.000244141
1416272_at	3799.52	P	0.000244141
1416273_at	20.6211	A	0.633789
1416274_at	213.796	P	0.00415039
